method,noise_pm,n_total,rmsd_threshold,cutoff_scale,rmsd_intended_pct,topo_intended_pct
GAD dt=0.007 (5k),150,253,0.5,1.3,43.47826086956522,71.14624505928853
GAD dt=0.007 (5k),150,253,0.5,1.4,43.47826086956522,69.1699604743083
GAD dt=0.007 (5k),150,253,0.7,1.1,48.22134387351779,72.33201581027669
GAD dt=0.007 (5k),150,253,0.7,1.2,48.22134387351779,69.96047430830039
GAD dt=0.007 (5k),150,253,0.7,1.3,48.22134387351779,71.14624505928853
GAD dt=0.007 (5k),150,253,0.7,1.4,48.22134387351779,69.1699604743083
GAD dt=0.007 (5k),200,241,0.3,1.1,24.896265560165975,53.941908713692946
GAD dt=0.007 (5k),200,241,0.3,1.2,24.896265560165975,52.28215767634855
GAD dt=0.007 (5k),200,241,0.3,1.3,24.896265560165975,53.52697095435685
GAD dt=0.007 (5k),200,241,0.3,1.4,24.896265560165975,52.697095435684645
GAD dt=0.007 (5k),200,241,0.4,1.1,26.141078838174273,53.941908713692946
GAD dt=0.007 (5k),200,241,0.4,1.2,26.141078838174273,52.28215767634855
GAD dt=0.007 (5k),200,241,0.4,1.3,26.141078838174273,53.52697095435685
GAD dt=0.007 (5k),200,241,0.4,1.4,26.141078838174273,52.697095435684645
GAD dt=0.007 (5k),200,241,0.5,1.1,31.95020746887967,53.941908713692946
GAD dt=0.007 (5k),200,241,0.5,1.2,31.95020746887967,52.28215767634855
GAD dt=0.007 (5k),200,241,0.5,1.3,31.95020746887967,53.52697095435685
GAD dt=0.007 (5k),200,241,0.5,1.4,31.95020746887967,52.697095435684645
GAD dt=0.007 (5k),200,241,0.7,1.1,36.09958506224066,53.941908713692946
GAD dt=0.007 (5k),200,241,0.7,1.2,36.09958506224066,52.28215767634855
GAD dt=0.007 (5k),200,241,0.7,1.3,36.09958506224066,53.52697095435685
GAD dt=0.007 (5k),200,241,0.7,1.4,36.09958506224066,52.697095435684645
Sella libdef,10,283,0.3,1.1,46.28975265017668,92.93286219081273
Sella libdef,10,283,0.3,1.2,46.28975265017668,90.45936395759718
Sella libdef,10,283,0.3,1.3,46.28975265017668,91.51943462897526
Sella libdef,10,283,0.3,1.4,46.28975265017668,89.04593639575971
Sella libdef,10,283,0.4,1.1,49.11660777385159,92.93286219081273
Sella libdef,10,283,0.4,1.2,49.11660777385159,90.45936395759718
Sella libdef,10,283,0.4,1.3,49.11660777385159,91.51943462897526
Sella libdef,10,283,0.4,1.4,49.11660777385159,89.04593639575971
Sella libdef,10,283,0.5,1.1,57.95053003533569,92.93286219081273
Sella libdef,10,283,0.5,1.2,57.95053003533569,90.45936395759718
Sella libdef,10,283,0.5,1.3,57.95053003533569,91.51943462897526
Sella libdef,10,283,0.5,1.4,57.95053003533569,89.04593639575971
Sella libdef,10,283,0.7,1.1,63.25088339222615,92.93286219081273
Sella libdef,10,283,0.7,1.2,63.25088339222615,90.45936395759718
Sella libdef,10,283,0.7,1.3,63.25088339222615,91.51943462897526
Sella libdef,10,283,0.7,1.4,63.25088339222615,89.04593639575971
Sella libdef,30,283,0.3,1.1,46.996466431095406,93.28621908127208
Sella libdef,30,283,0.3,1.2,46.996466431095406,90.45936395759718
Sella libdef,30,283,0.3,1.3,46.996466431095406,91.87279151943463
Sella libdef,30,283,0.3,1.4,46.996466431095406,89.39929328621908
Sella libdef,30,283,0.4,1.1,49.46996466431096,93.28621908127208
Sella libdef,30,283,0.4,1.2,49.46996466431096,90.45936395759718
Sella libdef,30,283,0.4,1.3,49.46996466431096,91.87279151943463
Sella libdef,30,283,0.4,1.4,49.46996466431096,89.39929328621908
Sella libdef,30,283,0.5,1.1,57.95053003533569,93.28621908127208
Sella libdef,30,283,0.5,1.2,57.95053003533569,90.45936395759718
Sella libdef,30,283,0.5,1.3,57.95053003533569,91.87279151943463
Sella libdef,30,283,0.5,1.4,57.95053003533569,89.39929328621908
Sella libdef,30,283,0.7,1.1,63.25088339222615,93.28621908127208
Sella libdef,30,283,0.7,1.2,63.25088339222615,90.45936395759718
Sella libdef,30,283,0.7,1.3,63.25088339222615,91.87279151943463
Sella libdef,30,283,0.7,1.4,63.25088339222615,89.39929328621908
Sella libdef,50,281,0.3,1.1,45.55160142348755,91.45907473309609
Sella libdef,50,281,0.3,1.2,45.55160142348755,89.32384341637011
Sella libdef,50,281,0.3,1.3,45.55160142348755,90.0355871886121
Sella libdef,50,281,0.3,1.4,45.55160142348755,87.54448398576513
Sella libdef,50,281,0.4,1.1,47.686832740213525,91.45907473309609
Sella libdef,50,281,0.4,1.2,47.686832740213525,89.32384341637011
Sella libdef,50,281,0.4,1.3,47.686832740213525,90.0355871886121
Sella libdef,50,281,0.4,1.4,47.686832740213525,87.54448398576513
Sella libdef,50,281,0.5,1.1,56.58362989323843,91.45907473309609
Sella libdef,50,281,0.5,1.2,56.58362989323843,89.32384341637011
Sella libdef,50,281,0.5,1.3,56.58362989323843,90.0355871886121
Sella libdef,50,281,0.5,1.4,56.58362989323843,87.54448398576513
Sella libdef,50,281,0.7,1.1,61.92170818505338,91.45907473309609
Sella libdef,50,281,0.7,1.2,61.92170818505338,89.32384341637011
Sella libdef,50,281,0.7,1.3,61.92170818505338,90.0355871886121
Sella libdef,50,281,0.7,1.4,61.92170818505338,87.54448398576513
Sella libdef,100,262,0.3,1.1,40.0763358778626,82.06106870229007
Sella libdef,100,262,0.3,1.2,40.0763358778626,79.38931297709924
Sella libdef,100,262,0.3,1.3,40.0763358778626,80.53435114503817
Sella libdef,100,262,0.3,1.4,40.0763358778626,78.2442748091603
Sella libdef,100,262,0.4,1.1,43.12977099236641,82.06106870229007
Sella libdef,100,262,0.4,1.2,43.12977099236641,79.38931297709924
Sella libdef,100,262,0.4,1.3,43.12977099236641,80.53435114503817
Sella libdef,100,262,0.4,1.4,43.12977099236641,78.2442748091603
Sella libdef,100,262,0.5,1.1,50.38167938931298,82.06106870229007
Sella libdef,100,262,0.5,1.2,50.38167938931298,79.38931297709924
Sella libdef,100,262,0.5,1.3,50.38167938931298,80.53435114503817
Sella libdef,100,262,0.5,1.4,50.38167938931298,78.2442748091603
Sella libdef,100,262,0.7,1.1,56.10687022900763,82.06106870229007
Sella libdef,100,262,0.7,1.2,56.10687022900763,79.38931297709924
Sella libdef,100,262,0.7,1.3,56.10687022900763,80.53435114503817
Sella libdef,100,262,0.7,1.4,56.10687022900763,78.2442748091603
Sella libdef,150,245,0.3,1.1,28.979591836734695,60.816326530612244
Sella libdef,150,245,0.3,1.2,28.979591836734695,58.36734693877551
Sella libdef,150,245,0.3,1.3,28.979591836734695,60.0
Sella libdef,150,245,0.3,1.4,28.979591836734695,58.36734693877551
Sella libdef,150,245,0.4,1.1,31.020408163265305,60.816326530612244
Sella libdef,150,245,0.4,1.2,31.020408163265305,58.36734693877551
Sella libdef,150,245,0.4,1.3,31.020408163265305,60.0
Sella libdef,150,245,0.4,1.4,31.020408163265305,58.36734693877551
Sella libdef,150,245,0.5,1.1,37.55102040816327,60.816326530612244
Sella libdef,150,245,0.5,1.2,37.55102040816327,58.36734693877551
Sella libdef,150,245,0.5,1.3,37.55102040816327,60.0
Sella libdef,150,245,0.5,1.4,37.55102040816327,58.36734693877551
Sella libdef,150,245,0.7,1.1,42.857142857142854,60.816326530612244
Sella libdef,150,245,0.7,1.2,42.857142857142854,58.36734693877551
Sella libdef,150,245,0.7,1.3,42.857142857142854,60.0
Sella libdef,150,245,0.7,1.4,42.857142857142854,58.36734693877551
Sella libdef,200,213,0.3,1.1,13.615023474178404,32.863849765258216
Sella libdef,200,213,0.3,1.2,13.615023474178404,31.455399061032864
Sella libdef,200,213,0.3,1.3,13.615023474178404,32.863849765258216
Sella libdef,200,213,0.3,1.4,13.615023474178404,31.92488262910798
Sella libdef,200,213,0.4,1.1,15.023474178403756,32.863849765258216
Sella libdef,200,213,0.4,1.2,15.023474178403756,31.455399061032864
Sella libdef,200,213,0.4,1.3,15.023474178403756,32.863849765258216
Sella libdef,200,213,0.4,1.4,15.023474178403756,31.92488262910798
Sella libdef,200,213,0.5,1.1,19.718309859154928,32.863849765258216
Sella libdef,200,213,0.5,1.2,19.718309859154928,31.455399061032864
Sella libdef,200,213,0.5,1.3,19.718309859154928,32.863849765258216
Sella libdef,200,213,0.5,1.4,19.718309859154928,31.92488262910798
Sella libdef,200,213,0.7,1.1,27.230046948356808,32.863849765258216
Sella libdef,200,213,0.7,1.2,27.230046948356808,31.455399061032864
Sella libdef,200,213,0.7,1.3,27.230046948356808,32.863849765258216
Sella libdef,200,213,0.7,1.4,27.230046948356808,31.92488262910798
Sella default,10,284,0.3,1.1,46.83098591549296,92.6056338028169
Sella default,10,284,0.3,1.2,46.83098591549296,89.78873239436619
Sella default,10,284,0.3,1.3,46.83098591549296,91.19718309859155
Sella default,10,284,0.3,1.4,46.83098591549296,88.73239436619718
Sella default,10,284,0.4,1.1,48.943661971830984,92.6056338028169
Sella default,10,284,0.4,1.2,48.943661971830984,89.78873239436619
Sella default,10,284,0.4,1.3,48.943661971830984,91.19718309859155
Sella default,10,284,0.4,1.4,48.943661971830984,88.73239436619718
Sella default,10,284,0.5,1.1,57.394366197183096,92.6056338028169
Sella default,10,284,0.5,1.2,57.394366197183096,89.78873239436619
Sella default,10,284,0.5,1.3,57.394366197183096,91.19718309859155
Sella default,10,284,0.5,1.4,57.394366197183096,88.73239436619718
Sella default,10,284,0.7,1.1,62.67605633802817,92.6056338028169
Sella default,10,284,0.7,1.2,62.67605633802817,89.78873239436619
Sella default,10,284,0.7,1.3,62.67605633802817,91.19718309859155
Sella default,10,284,0.7,1.4,62.67605633802817,88.73239436619718
Sella default,30,283,0.3,1.1,46.64310954063604,92.93286219081273
Sella default,30,283,0.3,1.2,46.64310954063604,90.10600706713781
Sella default,30,283,0.3,1.3,46.64310954063604,91.51943462897526
Sella default,30,283,0.3,1.4,46.64310954063604,89.39929328621908
Sella default,30,283,0.4,1.1,49.46996466431096,92.93286219081273
Sella default,30,283,0.4,1.2,49.46996466431096,90.10600706713781
Sella default,30,283,0.4,1.3,49.46996466431096,91.51943462897526
Sella default,30,283,0.4,1.4,49.46996466431096,89.39929328621908
Sella default,30,283,0.5,1.1,57.95053003533569,92.93286219081273
Sella default,30,283,0.5,1.2,57.95053003533569,90.10600706713781
Sella default,30,283,0.5,1.3,57.95053003533569,91.51943462897526
Sella default,30,283,0.5,1.4,57.95053003533569,89.39929328621908
Sella default,30,283,0.7,1.1,63.60424028268551,92.93286219081273
Sella default,30,283,0.7,1.2,63.60424028268551,90.10600706713781
Sella default,30,283,0.7,1.3,63.60424028268551,91.51943462897526
Sella default,30,283,0.7,1.4,63.60424028268551,89.39929328621908
Sella default,50,280,0.3,1.1,45.714285714285715,91.78571428571429
Sella default,50,280,0.3,1.2,45.714285714285715,89.64285714285714
Sella default,50,280,0.3,1.3,45.714285714285715,90.35714285714286
Sella default,50,280,0.3,1.4,45.714285714285715,87.85714285714286
Sella default,50,280,0.4,1.1,48.214285714285715,91.78571428571429
Sella default,50,280,0.4,1.2,48.214285714285715,89.64285714285714
Sella default,50,280,0.4,1.3,48.214285714285715,90.35714285714286
Sella default,50,280,0.4,1.4,48.214285714285715,87.85714285714286
Sella default,50,280,0.5,1.1,56.785714285714285,91.78571428571429
Sella default,50,280,0.5,1.2,56.785714285714285,89.64285714285714
Sella default,50,280,0.5,1.3,56.785714285714285,90.35714285714286
Sella default,50,280,0.5,1.4,56.785714285714285,87.85714285714286
Sella default,50,280,0.7,1.1,61.785714285714285,91.78571428571429
Sella default,50,280,0.7,1.2,61.785714285714285,89.64285714285714
Sella default,50,280,0.7,1.3,61.785714285714285,90.35714285714286
Sella default,50,280,0.7,1.4,61.785714285714285,87.85714285714286
Sella default,100,260,0.3,1.1,39.23076923076923,80.0
Sella default,100,260,0.3,1.2,39.23076923076923,78.07692307692308
Sella default,100,260,0.3,1.3,39.23076923076923,78.84615384615384
Sella default,100,260,0.3,1.4,39.23076923076923,76.53846153846153
Sella default,100,260,0.4,1.1,41.92307692307692,80.0
Sella default,100,260,0.4,1.2,41.92307692307692,78.07692307692308
Sella default,100,260,0.4,1.3,41.92307692307692,78.84615384615384
Sella default,100,260,0.4,1.4,41.92307692307692,76.53846153846153
Sella default,100,260,0.5,1.1,48.46153846153846,80.0
Sella default,100,260,0.5,1.2,48.46153846153846,78.07692307692308
Sella default,100,260,0.5,1.3,48.46153846153846,78.84615384615384
Sella default,100,260,0.5,1.4,48.46153846153846,76.53846153846153
Sella default,100,260,0.7,1.1,54.61538461538461,80.0
Sella default,100,260,0.7,1.2,54.61538461538461,78.07692307692308
Sella default,100,260,0.7,1.3,54.61538461538461,78.84615384615384
Sella default,100,260,0.7,1.4,54.61538461538461,76.53846153846153
Sella default,150,227,0.3,1.1,28.19383259911894,61.23348017621145
Sella default,150,227,0.3,1.2,28.19383259911894,59.030837004405285
Sella default,150,227,0.3,1.3,28.19383259911894,60.79295154185022
Sella default,150,227,0.3,1.4,28.19383259911894,58.590308370044056
Sella default,150,227,0.4,1.1,29.955947136563875,61.23348017621145
Sella default,150,227,0.4,1.2,29.955947136563875,59.030837004405285
Sella default,150,227,0.4,1.3,29.955947136563875,60.79295154185022
Sella default,150,227,0.4,1.4,29.955947136563875,58.590308370044056
Sella default,150,227,0.5,1.1,35.242290748898675,61.23348017621145
Sella default,150,227,0.5,1.2,35.242290748898675,59.030837004405285
Sella default,150,227,0.5,1.3,35.242290748898675,60.79295154185022
Sella default,150,227,0.5,1.4,35.242290748898675,58.590308370044056
Sella default,150,227,0.7,1.1,40.52863436123348,61.23348017621145
Sella default,150,227,0.7,1.2,40.52863436123348,59.030837004405285
Sella default,150,227,0.7,1.3,40.52863436123348,60.79295154185022
Sella default,150,227,0.7,1.4,40.52863436123348,58.590308370044056
Sella default,200,195,0.3,1.1,12.820512820512821,27.17948717948718
Sella default,200,195,0.3,1.2,12.820512820512821,26.153846153846153
Sella default,200,195,0.3,1.3,12.820512820512821,27.17948717948718
Sella default,200,195,0.3,1.4,12.820512820512821,27.17948717948718
Sella default,200,195,0.4,1.1,13.846153846153847,27.17948717948718
Sella default,200,195,0.4,1.2,13.846153846153847,26.153846153846153
Sella default,200,195,0.4,1.3,13.846153846153847,27.17948717948718
Sella default,200,195,0.4,1.4,13.846153846153847,27.17948717948718
Sella default,200,195,0.5,1.1,16.41025641025641,27.17948717948718
Sella default,200,195,0.5,1.2,16.41025641025641,26.153846153846153
Sella default,200,195,0.5,1.3,16.41025641025641,27.17948717948718
Sella default,200,195,0.5,1.4,16.41025641025641,27.17948717948718
Sella default,200,195,0.7,1.1,23.076923076923077,27.17948717948718
Sella default,200,195,0.7,1.2,23.076923076923077,26.153846153846153
Sella default,200,195,0.7,1.3,23.076923076923077,27.17948717948718
Sella default,200,195,0.7,1.4,23.076923076923077,27.17948717948718
Sella internal,10,283,0.3,1.1,46.28975265017668,92.226148409894
Sella internal,10,283,0.3,1.2,46.28975265017668,89.39929328621908
Sella internal,10,283,0.3,1.3,46.28975265017668,90.81272084805654
Sella internal,10,283,0.3,1.4,46.28975265017668,88.33922261484099
Sella internal,10,283,0.4,1.1,48.763250883392224,92.226148409894
Sella internal,10,283,0.4,1.2,48.763250883392224,89.39929328621908
Sella internal,10,283,0.4,1.3,48.763250883392224,90.81272084805654
Sella internal,10,283,0.4,1.4,48.763250883392224,88.33922261484099
Sella internal,10,283,0.5,1.1,57.24381625441696,92.226148409894
Sella internal,10,283,0.5,1.2,57.24381625441696,89.39929328621908
Sella internal,10,283,0.5,1.3,57.24381625441696,90.81272084805654
Sella internal,10,283,0.5,1.4,57.24381625441696,88.33922261484099
Sella internal,10,283,0.7,1.1,62.54416961130742,92.226148409894
Sella internal,10,283,0.7,1.2,62.54416961130742,89.39929328621908
Sella internal,10,283,0.7,1.3,62.54416961130742,90.81272084805654
Sella internal,10,283,0.7,1.4,62.54416961130742,88.33922261484099
Sella internal,30,282,0.3,1.1,45.39007092198582,91.84397163120568
Sella internal,30,282,0.3,1.2,45.39007092198582,89.00709219858156
Sella internal,30,282,0.3,1.3,45.39007092198582,90.42553191489361
Sella internal,30,282,0.3,1.4,45.39007092198582,87.94326241134752
Sella internal,30,282,0.4,1.1,47.87234042553192,91.84397163120568
Sella internal,30,282,0.4,1.2,47.87234042553192,89.00709219858156
Sella internal,30,282,0.4,1.3,47.87234042553192,90.42553191489361
Sella internal,30,282,0.4,1.4,47.87234042553192,87.94326241134752
Sella internal,30,282,0.5,1.1,56.737588652482266,91.84397163120568
Sella internal,30,282,0.5,1.2,56.737588652482266,89.00709219858156
Sella internal,30,282,0.5,1.3,56.737588652482266,90.42553191489361
Sella internal,30,282,0.5,1.4,56.737588652482266,87.94326241134752
Sella internal,30,282,0.7,1.1,62.05673758865248,91.84397163120568
Sella internal,30,282,0.7,1.2,62.05673758865248,89.00709219858156
Sella internal,30,282,0.7,1.3,62.05673758865248,90.42553191489361
Sella internal,30,282,0.7,1.4,62.05673758865248,87.94326241134752
Sella internal,50,277,0.3,1.1,43.32129963898917,88.8086642599278
Sella internal,50,277,0.3,1.2,43.32129963898917,86.28158844765343
Sella internal,50,277,0.3,1.3,43.32129963898917,87.36462093862816
Sella internal,50,277,0.3,1.4,43.32129963898917,84.83754512635379
Sella internal,50,277,0.4,1.1,45.48736462093863,88.8086642599278
Sella internal,50,277,0.4,1.2,45.48736462093863,86.28158844765343
Sella internal,50,277,0.4,1.3,45.48736462093863,87.36462093862816
Sella internal,50,277,0.4,1.4,45.48736462093863,84.83754512635379
Sella internal,50,277,0.5,1.1,54.51263537906137,88.8086642599278
Sella internal,50,277,0.5,1.2,54.51263537906137,86.28158844765343
Sella internal,50,277,0.5,1.3,54.51263537906137,87.36462093862816
Sella internal,50,277,0.5,1.4,54.51263537906137,84.83754512635379
Sella internal,50,277,0.7,1.1,59.92779783393502,88.8086642599278
Sella internal,50,277,0.7,1.2,59.92779783393502,86.28158844765343
Sella internal,50,277,0.7,1.3,59.92779783393502,87.36462093862816
Sella internal,50,277,0.7,1.4,59.92779783393502,84.83754512635379
Sella internal,100,249,0.3,1.1,36.144578313253014,76.30522088353413
Sella internal,100,249,0.3,1.2,36.144578313253014,74.29718875502007
Sella internal,100,249,0.3,1.3,36.144578313253014,75.50200803212851
Sella internal,100,249,0.3,1.4,36.144578313253014,73.09236947791165
Sella internal,100,249,0.4,1.1,38.15261044176707,76.30522088353413
Sella internal,100,249,0.4,1.2,38.15261044176707,74.29718875502007
Sella internal,100,249,0.4,1.3,38.15261044176707,75.50200803212851
Sella internal,100,249,0.4,1.4,38.15261044176707,73.09236947791165
Sella internal,100,249,0.5,1.1,44.57831325301205,76.30522088353413
Sella internal,100,249,0.5,1.2,44.57831325301205,74.29718875502007
Sella internal,100,249,0.5,1.3,44.57831325301205,75.50200803212851
Sella internal,100,249,0.5,1.4,44.57831325301205,73.09236947791165
Sella internal,100,249,0.7,1.1,51.00401606425703,76.30522088353413
Sella internal,100,249,0.7,1.2,51.00401606425703,74.29718875502007
Sella internal,100,249,0.7,1.3,51.00401606425703,75.50200803212851
Sella internal,100,249,0.7,1.4,51.00401606425703,73.09236947791165
