method,noise_pm,n_total,threshold,conv_fmax_pct,conv_fnorm_pct,conv_fmax_nosad_pct,conv_fnorm_nosad_pct,median_steps,median_wall_s,median_calls
GAD dt=0.006 (5k),150,287,0.0001,0.0,0.0,0.0,0.0,862.0,53.142756938934326,862.0
GAD dt=0.006 (5k),200,287,0.05,64.80836236933798,72.12543554006969,73.5191637630662,85.71428571428571,5000.0,304.80922627449036,5000.0
GAD dt=0.006 (5k),200,287,0.01,43.90243902439025,53.31010452961672,44.250871080139376,55.05226480836237,5000.0,304.80922627449036,5000.0
GAD dt=0.006 (5k),200,287,0.005,0.0,7.317073170731708,0.0,8.013937282229966,5000.0,304.80922627449036,5000.0
GAD dt=0.006 (5k),200,287,0.001,0.0,0.0,0.0,0.0,5000.0,304.80922627449036,5000.0
GAD dt=0.006 (5k),200,287,0.0001,0.0,0.0,0.0,0.0,5000.0,304.80922627449036,5000.0
GAD dt=0.007 (5k),10,287,0.05,98.25783972125436,98.60627177700349,99.30313588850174,99.65156794425087,75.0,4.829324722290039,75.0
GAD dt=0.007 (5k),10,287,0.01,89.19860627177701,95.81881533101046,89.19860627177701,96.16724738675958,75.0,4.829324722290039,75.0
GAD dt=0.007 (5k),10,287,0.005,0.0,16.72473867595819,0.0,16.72473867595819,75.0,4.829324722290039,75.0
GAD dt=0.007 (5k),10,287,0.001,0.0,0.0,0.0,0.0,75.0,4.829324722290039,75.0
GAD dt=0.007 (5k),10,287,0.0001,0.0,0.0,0.0,0.0,75.0,4.829324722290039,75.0
GAD dt=0.007 (5k),30,287,0.05,97.90940766550523,98.25783972125436,98.95470383275261,99.30313588850174,153.0,9.504151105880737,153.0
GAD dt=0.007 (5k),30,287,0.01,88.85017421602788,95.47038327526133,88.85017421602788,95.81881533101046,153.0,9.504151105880737,153.0
GAD dt=0.007 (5k),30,287,0.005,0.0,18.118466898954704,0.0,18.118466898954704,153.0,9.504151105880737,153.0
GAD dt=0.007 (5k),30,287,0.001,0.0,0.0,0.0,0.0,153.0,9.504151105880737,153.0
GAD dt=0.007 (5k),30,287,0.0001,0.0,0.0,0.0,0.0,153.0,9.504151105880737,153.0
GAD dt=0.007 (5k),50,287,0.05,94.77351916376307,96.16724738675958,95.81881533101046,97.90940766550523,220.0,13.629822492599487,220.0
GAD dt=0.007 (5k),50,287,0.01,85.71428571428571,91.98606271777004,85.71428571428571,92.33449477351917,220.0,13.629822492599487,220.0
GAD dt=0.007 (5k),50,287,0.005,0.0,16.027874564459932,0.0,16.027874564459932,220.0,13.629822492599487,220.0
GAD dt=0.007 (5k),50,287,0.001,0.0,0.0,0.0,0.0,220.0,13.629822492599487,220.0
GAD dt=0.007 (5k),50,287,0.0001,0.0,0.0,0.0,0.0,220.0,13.629822492599487,220.0
GAD dt=0.007 (5k),100,287,0.05,82.57839721254355,88.15331010452962,84.3205574912892,93.03135888501743,402.0,24.711739540100098,402.0
GAD dt=0.007 (5k),100,287,0.01,72.82229965156795,78.74564459930313,72.82229965156795,79.44250871080139,402.0,24.711739540100098,402.0
GAD dt=0.007 (5k),100,287,0.005,0.0,11.846689895470384,0.0,11.846689895470384,402.0,24.711739540100098,402.0
GAD dt=0.007 (5k),100,287,0.001,0.0,0.0,0.0,0.0,402.0,24.711739540100098,402.0
GAD dt=0.007 (5k),100,287,0.0001,0.0,0.0,0.0,0.0,402.0,24.711739540100098,402.0
GAD dt=0.007 (5k),150,287,0.05,71.42857142857143,79.79094076655052,74.56445993031359,88.50174216027875,740.0,47.83496022224426,740.0
GAD dt=0.007 (5k),150,287,0.01,58.18815331010453,64.80836236933798,58.53658536585366,65.85365853658537,740.0,47.83496022224426,740.0
GAD dt=0.007 (5k),150,287,0.005,0.0,9.059233449477352,0.0,9.40766550522648,740.0,47.83496022224426,740.0
GAD dt=0.007 (5k),150,287,0.001,0.0,0.0,0.0,0.0,740.0,47.83496022224426,740.0
GAD dt=0.007 (5k),150,287,0.0001,0.0,0.0,0.0,0.0,740.0,47.83496022224426,740.0
GAD dt=0.007 (5k),200,287,0.05,68.29268292682927,73.86759581881533,74.21602787456446,85.01742160278745,5000.0,307.8872721195221,5000.0
GAD dt=0.007 (5k),200,287,0.01,44.599303135888505,55.749128919860624,44.94773519163763,56.44599303135889,5000.0,307.8872721195221,5000.0
GAD dt=0.007 (5k),200,287,0.005,0.0,8.013937282229966,0.0,8.362369337979095,5000.0,307.8872721195221,5000.0
GAD dt=0.007 (5k),200,287,0.001,0.0,0.0,0.0,0.0,5000.0,307.8872721195221,5000.0
GAD dt=0.007 (5k),200,287,0.0001,0.0,0.0,0.0,0.0,5000.0,307.8872721195221,5000.0
GAD dt=0.008 (5k),10,287,0.05,79.79094076655052,79.79094076655052,80.8362369337979,80.8362369337979,77.0,4.851691484451294,77.0
GAD dt=0.008 (5k),10,287,0.01,72.12543554006969,78.04878048780488,72.12543554006969,78.397212543554,77.0,4.851691484451294,77.0
GAD dt=0.008 (5k),10,287,0.005,0.0,13.937282229965156,0.0,13.937282229965156,77.0,4.851691484451294,77.0
GAD dt=0.008 (5k),10,287,0.001,0.0,0.0,0.0,0.0,77.0,4.851691484451294,77.0
GAD dt=0.008 (5k),10,287,0.0001,0.0,0.0,0.0,0.0,77.0,4.851691484451294,77.0
GAD dt=0.008 (5k),30,287,0.05,79.09407665505226,79.09407665505226,80.13937282229965,80.13937282229965,163.0,10.233142375946045,163.0
GAD dt=0.008 (5k),30,287,0.01,71.42857142857143,77.70034843205575,71.42857142857143,78.04878048780488,163.0,10.233142375946045,163.0
GAD dt=0.008 (5k),30,287,0.005,0.0,15.331010452961673,0.0,15.331010452961673,163.0,10.233142375946045,163.0
GAD dt=0.008 (5k),30,287,0.001,0.0,0.0,0.0,0.0,163.0,10.233142375946045,163.0
GAD dt=0.008 (5k),30,287,0.0001,0.0,0.0,0.0,0.0,163.0,10.233142375946045,163.0
GAD dt=0.008 (5k),50,287,0.05,78.74564459930313,79.79094076655052,79.79094076655052,81.53310104529616,227.0,14.00495433807373,227.0
GAD dt=0.008 (5k),50,287,0.01,70.73170731707317,76.30662020905923,70.73170731707317,76.65505226480836,227.0,14.00495433807373,227.0
GAD dt=0.008 (5k),50,287,0.005,0.0,14.982578397212544,0.0,14.982578397212544,227.0,14.00495433807373,227.0
GAD dt=0.008 (5k),50,287,0.001,0.0,0.0,0.0,0.0,227.0,14.00495433807373,227.0
GAD dt=0.008 (5k),50,287,0.0001,0.0,0.0,0.0,0.0,227.0,14.00495433807373,227.0
GAD dt=0.008 (5k),100,287,0.05,70.03484320557492,74.21602787456446,71.42857142857143,79.44250871080139,471.0,29.2677001953125,471.0
GAD dt=0.008 (5k),100,287,0.01,60.278745644599304,66.2020905923345,60.278745644599304,66.55052264808363,471.0,29.2677001953125,471.0
GAD dt=0.008 (5k),100,287,0.005,0.0,9.75609756097561,0.0,9.75609756097561,471.0,29.2677001953125,471.0
GAD dt=0.008 (5k),100,287,0.001,0.0,0.0,0.0,0.0,471.0,29.2677001953125,471.0
GAD dt=0.008 (5k),100,287,0.0001,0.0,0.0,0.0,0.0,471.0,29.2677001953125,471.0
GAD dt=0.008 (5k),150,287,0.05,61.32404181184669,68.98954703832753,63.41463414634146,75.60975609756098,5000.0,301.8677866458893,5000.0
GAD dt=0.008 (5k),150,287,0.01,49.47735191637631,56.09756097560975,49.47735191637631,56.44599303135889,5000.0,301.8677866458893,5000.0
GAD dt=0.008 (5k),150,287,0.005,0.0,6.968641114982578,0.0,6.968641114982578,5000.0,301.8677866458893,5000.0
GAD dt=0.008 (5k),150,287,0.001,0.0,0.0,0.0,0.0,5000.0,301.8677866458893,5000.0
GAD dt=0.008 (5k),150,287,0.0001,0.0,0.0,0.0,0.0,5000.0,301.8677866458893,5000.0
GAD dt=0.008 (5k),200,287,0.05,54.70383275261324,60.97560975609756,58.53658536585366,70.38327526132404,5000.0,307.58621644973755,5000.0
GAD dt=0.008 (5k),200,287,0.01,37.282229965156795,44.599303135888505,37.63066202090592,45.29616724738676,5000.0,307.58621644973755,5000.0
GAD dt=0.008 (5k),200,287,0.005,0.0,4.878048780487805,0.0,4.878048780487805,5000.0,307.58621644973755,5000.0
GAD dt=0.008 (5k),200,287,0.001,0.0,0.0,0.0,0.0,5000.0,307.58621644973755,5000.0
GAD dt=0.008 (5k),200,287,0.0001,0.0,0.0,0.0,0.0,5000.0,307.58621644973755,5000.0
GAD adaptive_dt,10,287,0.05,82.57839721254355,83.62369337979094,83.62369337979094,85.71428571428571,457.0,29.16254472732544,457.0
GAD adaptive_dt,10,287,0.01,72.82229965156795,79.09407665505226,72.82229965156795,79.44250871080139,457.0,29.16254472732544,457.0
GAD adaptive_dt,10,287,0.005,0.0,12.89198606271777,0.0,12.89198606271777,457.0,29.16254472732544,457.0
GAD adaptive_dt,10,287,0.001,0.0,0.0,0.0,0.0,457.0,29.16254472732544,457.0
GAD adaptive_dt,10,287,0.0001,0.0,0.0,0.0,0.0,457.0,29.16254472732544,457.0
GAD adaptive_dt,30,287,0.05,80.8362369337979,83.27526132404181,81.53310104529616,86.06271777003484,910.0,56.82314491271973,910.0
GAD adaptive_dt,30,287,0.01,67.59581881533101,77.70034843205575,67.59581881533101,78.04878048780488,910.0,56.82314491271973,910.0
GAD adaptive_dt,30,287,0.005,0.0,12.543554006968641,0.0,12.543554006968641,910.0,56.82314491271973,910.0
GAD adaptive_dt,30,287,0.001,0.0,0.0,0.0,0.0,910.0,56.82314491271973,910.0
GAD adaptive_dt,30,287,0.0001,0.0,0.0,0.0,0.0,910.0,56.82314491271973,910.0
GAD adaptive_dt,50,287,0.05,79.79094076655052,81.88153310104529,80.48780487804878,84.66898954703832,1319.0,80.66329050064087,1319.0
GAD adaptive_dt,50,287,0.01,61.32404181184669,73.5191637630662,61.32404181184669,73.86759581881533,1319.0,80.66329050064087,1319.0
GAD adaptive_dt,50,287,0.005,0.0,9.059233449477352,0.0,9.059233449477352,1319.0,80.66329050064087,1319.0
GAD adaptive_dt,50,287,0.001,0.0,0.0,0.0,0.0,1319.0,80.66329050064087,1319.0
GAD adaptive_dt,50,287,0.0001,0.0,0.0,0.0,0.0,1319.0,80.66329050064087,1319.0
GAD adaptive_dt,100,287,0.05,68.29268292682927,73.5191637630662,68.98954703832753,78.04878048780488,2000.0,123.35278558731079,2000.0
GAD adaptive_dt,100,287,0.01,41.46341463414634,52.26480836236934,41.46341463414634,52.613240418118465,2000.0,123.35278558731079,2000.0
GAD adaptive_dt,100,287,0.005,0.0,5.574912891986063,0.0,5.574912891986063,2000.0,123.35278558731079,2000.0
GAD adaptive_dt,100,287,0.001,0.0,0.0,0.0,0.0,2000.0,123.35278558731079,2000.0
GAD adaptive_dt,100,287,0.0001,0.0,0.0,0.0,0.0,2000.0,123.35278558731079,2000.0
GAD adaptive_dt,150,287,0.05,50.87108013937282,59.58188153310105,52.26480836236934,66.55052264808363,2000.0,123.02322006225586,2000.0
GAD adaptive_dt,150,287,0.01,28.571428571428573,34.146341463414636,28.571428571428573,34.146341463414636,2000.0,123.02322006225586,2000.0
GAD adaptive_dt,150,287,0.005,0.0,5.2264808362369335,0.0,5.2264808362369335,2000.0,123.02322006225586,2000.0
GAD adaptive_dt,150,287,0.001,0.0,0.0,0.0,0.0,2000.0,123.02322006225586,2000.0
GAD adaptive_dt,150,287,0.0001,0.0,0.0,0.0,0.0,2000.0,123.02322006225586,2000.0
GAD adaptive_dt,200,287,0.05,37.282229965156795,47.386759581881535,38.32752613240418,55.400696864111495,2000.0,124.66167855262756,2000.0
GAD adaptive_dt,200,287,0.01,18.81533101045296,22.64808362369338,19.16376306620209,22.99651567944251,2000.0,124.66167855262756,2000.0
GAD adaptive_dt,200,287,0.005,0.0,3.1358885017421603,0.0,3.484320557491289,2000.0,124.66167855262756,2000.0
GAD adaptive_dt,200,287,0.001,0.0,0.0,0.0,0.0,2000.0,124.66167855262756,2000.0
GAD adaptive_dt,200,287,0.0001,0.0,0.0,0.0,0.0,2000.0,124.66167855262756,2000.0
Sella default,10,287,0.05,98.60627177700349,98.60627177700349,99.65156794425087,100.0,4.0,0.34912991523742676,5.0
Sella default,10,287,0.01,91.98606271777004,96.51567944250871,91.98606271777004,96.51567944250871,4.0,0.34912991523742676,5.0
Sella default,10,287,0.005,35.88850174216028,82.57839721254355,35.88850174216028,82.57839721254355,4.0,0.34912991523742676,5.0
Sella default,10,287,0.001,0.0,1.0452961672473868,0.0,1.0452961672473868,4.0,0.34912991523742676,5.0
Sella default,10,287,0.0001,0.0,0.0,0.0,0.0,4.0,0.34912991523742676,5.0
Sella default,30,287,0.05,97.90940766550523,97.90940766550523,99.30313588850174,99.30313588850174,6.0,0.47086286544799805,7.0
Sella default,30,287,0.01,91.28919860627178,95.81881533101046,91.63763066202091,96.16724738675958,6.0,0.47086286544799805,7.0
Sella default,30,287,0.005,33.10104529616725,81.18466898954703,33.10104529616725,81.18466898954703,6.0,0.47086286544799805,7.0
Sella default,30,287,0.001,0.0,1.0452961672473868,0.0,1.0452961672473868,6.0,0.47086286544799805,7.0
Sella default,30,287,0.0001,0.0,0.0,0.0,0.0,6.0,0.47086286544799805,7.0
Sella default,50,287,0.05,94.42508710801394,94.42508710801394,96.16724738675958,96.86411149825784,7.0,0.5551116466522217,8.0
Sella default,50,287,0.01,87.45644599303135,91.63763066202091,87.8048780487805,92.33449477351917,7.0,0.5551116466522217,8.0
Sella default,50,287,0.005,34.146341463414636,78.74564459930313,34.146341463414636,78.74564459930313,7.0,0.5551116466522217,8.0
Sella default,50,287,0.001,0.0,0.0,0.0,0.0,7.0,0.5551116466522217,8.0
Sella default,50,287,0.0001,0.0,0.0,0.0,0.0,7.0,0.5551116466522217,8.0
Sella default,100,287,0.05,78.04878048780488,80.48780487804878,81.18466898954703,85.01742160278745,13.0,0.9961049556732178,14.0
Sella default,100,287,0.01,65.50522648083624,70.73170731707317,66.2020905923345,71.42857142857143,13.0,0.9961049556732178,14.0
Sella default,100,287,0.005,22.299651567944252,58.53658536585366,22.299651567944252,58.53658536585366,13.0,0.9961049556732178,14.0
Sella default,100,287,0.001,0.0,0.0,0.0,0.0,13.0,0.9961049556732178,14.0
Sella default,100,287,0.0001,0.0,0.0,0.0,0.0,13.0,0.9961049556732178,14.0
Sella default,150,287,0.05,53.65853658536585,56.09756097560975,58.88501742160279,62.02090592334495,2000.0,145.9475269317627,2001.0
Sella default,150,287,0.01,42.857142857142854,45.99303135888502,42.857142857142854,46.34146341463415,2000.0,145.9475269317627,2001.0
Sella default,150,287,0.005,15.679442508710801,36.23693379790941,15.679442508710801,36.23693379790941,2000.0,145.9475269317627,2001.0
Sella default,150,287,0.001,0.0,0.0,0.0,0.0,2000.0,145.9475269317627,2001.0
Sella default,150,287,0.0001,0.0,0.0,0.0,0.0,2000.0,145.9475269317627,2001.0
Sella default,200,287,0.05,27.874564459930312,28.571428571428573,33.10104529616725,34.84320557491289,2000.0,147.536479473114,2001.0
Sella default,200,287,0.01,18.81533101045296,20.557491289198605,19.16376306620209,21.60278745644599,2000.0,147.536479473114,2001.0
Sella default,200,287,0.005,5.574912891986063,16.027874564459932,5.574912891986063,16.37630662020906,2000.0,147.536479473114,2001.0
Sella default,200,287,0.001,0.0,0.0,0.0,0.0,2000.0,147.536479473114,2001.0
Sella default,200,287,0.0001,0.0,0.0,0.0,0.0,2000.0,147.536479473114,2001.0
Sella libdef,10,287,0.05,98.60627177700349,98.60627177700349,100.0,100.0,5.0,0.37006592750549316,6.0
Sella libdef,10,287,0.01,92.6829268292683,96.16724738675958,92.6829268292683,96.51567944250871,5.0,0.37006592750549316,6.0
Sella libdef,10,287,0.005,33.79790940766551,81.88153310104529,33.79790940766551,81.88153310104529,5.0,0.37006592750549316,6.0
Sella libdef,10,287,0.001,0.0,0.6968641114982579,0.0,0.6968641114982579,5.0,0.37006592750549316,6.0
Sella libdef,10,287,0.0001,0.0,0.0,0.0,0.0,5.0,0.37006592750549316,6.0
Sella libdef,30,287,0.05,98.25783972125436,98.25783972125436,99.65156794425087,99.65156794425087,6.0,0.4956512451171875,7.0
Sella libdef,30,287,0.01,91.98606271777004,96.16724738675958,91.98606271777004,96.16724738675958,6.0,0.4956512451171875,7.0
Sella libdef,30,287,0.005,32.055749128919864,82.22996515679442,32.055749128919864,82.22996515679442,6.0,0.4956512451171875,7.0
Sella libdef,30,287,0.001,0.0,1.0452961672473868,0.0,1.0452961672473868,6.0,0.4956512451171875,7.0
Sella libdef,30,287,0.0001,0.0,0.0,0.0,0.0,6.0,0.4956512451171875,7.0
Sella libdef,50,287,0.05,95.1219512195122,95.1219512195122,96.86411149825784,97.21254355400697,7.0,0.5604496002197266,8.0
Sella libdef,50,287,0.01,88.15331010452962,91.98606271777004,88.15331010452962,92.33449477351917,7.0,0.5604496002197266,8.0
Sella libdef,50,287,0.005,32.40418118466899,76.65505226480836,32.40418118466899,76.65505226480836,7.0,0.5604496002197266,8.0
Sella libdef,50,287,0.001,0.0,0.0,0.0,0.0,7.0,0.5604496002197266,8.0
Sella libdef,50,287,0.0001,0.0,0.0,0.0,0.0,7.0,0.5604496002197266,8.0
Sella libdef,100,287,0.05,83.27526132404181,84.66898954703832,87.10801393728222,89.19860627177701,10.0,0.7804481983184814,11.0
Sella libdef,100,287,0.01,70.73170731707317,75.60975609756098,71.0801393728223,76.30662020905923,10.0,0.7804481983184814,11.0
Sella libdef,100,287,0.005,24.738675958188153,59.930313588850176,24.738675958188153,60.278745644599304,10.0,0.7804481983184814,11.0
Sella libdef,100,287,0.001,0.0,0.0,0.0,0.0,10.0,0.7804481983184814,11.0
Sella libdef,100,287,0.0001,0.0,0.0,0.0,0.0,10.0,0.7804481983184814,11.0
Sella libdef,150,287,0.05,66.2020905923345,68.29268292682927,71.42857142857143,74.56445993031359,37.0,2.837439775466919,38.0
Sella libdef,150,287,0.01,54.00696864111498,57.142857142857146,54.35540069686411,57.8397212543554,37.0,2.837439775466919,38.0
Sella libdef,150,287,0.005,15.331010452961673,46.34146341463415,15.331010452961673,46.68989547038328,37.0,2.837439775466919,38.0
Sella libdef,150,287,0.001,0.0,0.0,0.0,0.0,37.0,2.837439775466919,38.0
Sella libdef,150,287,0.0001,0.0,0.0,0.0,0.0,37.0,2.837439775466919,38.0
Sella libdef,200,287,0.05,45.99303135888502,47.73519163763066,55.05226480836237,58.53658536585366,2000.0,145.06122541427612,2001.0
Sella libdef,200,287,0.01,27.177700348432055,31.358885017421603,28.9198606271777,33.79790940766551,2000.0,145.06122541427612,2001.0
Sella libdef,200,287,0.005,6.968641114982578,22.299651567944252,6.968641114982578,22.99651567944251,2000.0,145.06122541427612,2001.0
Sella libdef,200,287,0.001,0.0,0.34843205574912894,0.0,0.34843205574912894,2000.0,145.06122541427612,2001.0
Sella libdef,200,287,0.0001,0.0,0.0,0.0,0.0,2000.0,145.06122541427612,2001.0
Sella internal,10,287,0.05,94.42508710801394,97.21254355400697,96.16724738675958,99.30313588850174,4.0,0.44120144844055176,5.0
Sella internal,10,287,0.01,79.09407665505226,90.94076655052265,79.09407665505226,91.63763066202091,4.0,0.44120144844055176,5.0
Sella internal,10,287,0.005,25.43554006968641,74.56445993031359,25.43554006968641,74.56445993031359,4.0,0.44120144844055176,5.0
Sella internal,10,287,0.001,0.0,0.34843205574912894,0.0,0.34843205574912894,4.0,0.44120144844055176,5.0
Sella internal,10,287,0.0001,0.0,0.0,0.0,0.0,4.0,0.44120144844055176,5.0
Sella internal,30,287,0.05,90.59233449477352,96.51567944250871,91.28919860627178,98.25783972125436,7.0,0.7113323211669922,8.0
Sella internal,30,287,0.01,77.35191637630662,86.7595818815331,77.35191637630662,86.7595818815331,7.0,0.7113323211669922,8.0
Sella internal,30,287,0.005,25.087108013937282,72.12543554006969,25.087108013937282,72.12543554006969,7.0,0.7113323211669922,8.0
Sella internal,30,287,0.001,0.0,0.0,0.0,0.0,7.0,0.7113323211669922,8.0
Sella internal,30,287,0.0001,0.0,0.0,0.0,0.0,7.0,0.7113323211669922,8.0
Sella internal,50,287,0.05,84.66898954703832,90.94076655052265,86.06271777003484,93.03135888501743,11.0,1.0494327545166016,12.0
Sella internal,50,287,0.01,71.77700348432056,81.53310104529616,71.77700348432056,81.88153310104529,11.0,1.0494327545166016,12.0
Sella internal,50,287,0.005,27.874564459930312,66.55052264808363,27.874564459930312,66.55052264808363,11.0,1.0494327545166016,12.0
Sella internal,50,287,0.001,0.0,0.0,0.0,0.0,11.0,1.0494327545166016,12.0
Sella internal,50,287,0.0001,0.0,0.0,0.0,0.0,11.0,1.0494327545166016,12.0
Sella internal,100,287,0.05,63.76306620209059,70.03484320557492,66.55052264808363,73.5191637630662,1436.0,126.91405868530273,1279.0
Sella internal,100,287,0.01,50.87108013937282,57.8397212543554,50.87108013937282,57.8397212543554,1436.0,126.91405868530273,1279.0
Sella internal,100,287,0.005,16.027874564459932,46.34146341463415,16.027874564459932,46.34146341463415,1436.0,126.91405868530273,1279.0
Sella internal,100,287,0.001,0.0,0.0,0.0,0.0,1436.0,126.91405868530273,1279.0
Sella internal,100,287,0.0001,0.0,0.0,0.0,0.0,1436.0,126.91405868530273,1279.0
